,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nationality,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,GDP,status
931,single,General Contingent,1,Basic Education,daytime,secondary education,115.0,Portuguese,108.0,No,No,No,yes,Female,Yes,19,No,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,Graduate
932,married,Holders of other higher courses,1,Advertising and Marketing Management,daytime,higher education - degree,110.0,Portuguese,110.0,No,No,No,yes,Female,No,32,No,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,Graduate
933,married,Over 23 years old,1,Management,daytime,secondary education,140.0,Portuguese,127.7,Yes,No,No,yes,Female,No,31,No,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout
934,single,Over 23 years old,1,Nursing,daytime,secondary education,100.0,Portuguese,121.3,Yes,No,No,yes,Female,No,34,No,0,8,11,7,11.705714285714285,0,0,8,11,7,11.705714285714285,0,10.8,1.4,1.74,Enrolled
935,single,General Contingent,3,Animation and Multimedia Design,daytime,secondary education,145.0,Portuguese,140.1,Yes,No,No,yes,Female,No,20,No,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate
936,single,Over 23 years old,1,Nursing,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,114.8,No,No,No,yes,Female,No,28,No,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout
937,single,Technological specialization diploma holders,1,Management (evening attendance,evening,technological specialization course,150.0,Portuguese,150.0,No,No,No,yes,Female,No,31,No,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,Enrolled
938,single,General Contingent,1,Journalism and Communication,daytime,secondary education,145.0,Portuguese,131.7,Yes,No,No,yes,Female,No,18,No,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled
939,divorced,Over 23 years old,1,Social Service (evening attendance),evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,110.0,No,No,No,No,Female,No,31,No,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout
940,single,General Contingent,3,Journalism and Communication,daytime,secondary education,110.0,Portuguese,105.5,Yes,No,No,yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate
941,single,General Contingent,1,Social Service,daytime,secondary education,128.0,Portuguese,127.3,Yes,No,No,yes,Female,Yes,19,No,0,6,8,6,14.0,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
942,married,Over 23 years old,1,Social Service,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,130.0,Yes,No,No,yes,Female,No,31,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled
943,single,Holders of other higher courses,1,Veterinary Nursing,daytime,higher education - degree,130.0,Portuguese,130.0,No,No,No,yes,Female,No,34,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
944,single,Special contingent (Madeira Island),1,Oral Hygiene,daytime,secondary education,137.0,Portuguese,122.7,Yes,No,No,yes,Female,Yes,18,No,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate
945,single,2nd general contingent,2,Tourism,daytime,secondary education,123.0,Portuguese,113.9,Yes,No,No,yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
946,single,General Contingent,1,Management,daytime,secondary education,156.0,Portuguese,151.1,No,No,Yes,yes,Male,No,19,No,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate
947,single,2nd general contingent,2,Journalism and Communication,daytime,secondary education,133.1,Portuguese,125.8,Yes,No,No,No,Male,Yes,22,No,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout
948,married,Change of Course,1,Advertising and Marketing Management,daytime,secondary education,100.0,Portuguese,128.2,No,No,No,yes,Male,No,32,No,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate
949,single,Over 23 years old,1,Management,daytime,secondary education,140.0,Portuguese,135.1,No,No,No,yes,Male,No,61,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout
950,single,Over 23 years old,1,Management (evening attendance,evening,secondary education,130.0,Portuguese,120.2,Yes,No,No,yes,Male,No,30,No,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
951,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,133.1,Portuguese,132.8,No,No,Yes,No,Male,No,45,No,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout
952,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,140.0,Portuguese,140.0,No,No,No,yes,Male,No,20,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
953,single,3rd general contingent,5,Nursing,daytime,secondary education,137.0,Portuguese,129.3,No,No,No,yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
954,single,Transfer,1,Informatics Engineering,daytime,secondary education,120.0,Portuguese,108.2,Yes,No,No,yes,Male,No,26,No,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout
955,single,2nd general contingent,4,Advertising and Marketing Management,daytime,secondary education,125.0,Portuguese,125.4,Yes,No,No,yes,Male,No,19,No,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout
956,single,2nd general contingent,1,Journalism and Communication,daytime,secondary education,130.0,Portuguese,140.2,No,No,No,yes,Male,Yes,19,No,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,Graduate
957,single,General Contingent,3,Journalism and Communication,daytime,secondary education,115.0,Portuguese,116.1,Yes,No,No,yes,Male,No,19,No,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate
958,single,General Contingent,1,Management,daytime,secondary education,150.0,Portuguese,137.8,Yes,No,No,yes,Male,Yes,19,No,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,Graduate
959,single,General Contingent,3,Advertising and Marketing Management,daytime,secondary education,134.0,Portuguese,128.4,Yes,No,No,No,Male,No,19,No,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout
960,single,Over 23 years old,1,Advertising and Marketing Management,daytime,secondary education,120.0,Portuguese,106.0,Yes,No,No,No,Male,No,28,No,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout
961,single,Change of Course,1,Management,daytime,secondary education,141.0,Portuguese,130.2,No,No,No,yes,Male,No,24,No,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,Graduate
962,single,General Contingent,1,Equinculture,daytime,secondary education,133.0,Portuguese,126.0,No,No,No,yes,Male,No,18,No,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate
963,single,General Contingent,2,Informatics Engineering,daytime,secondary education,149.0,Portuguese,141.0,No,No,No,yes,Male,No,18,No,0,5,9,2,11.666666666666666,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled
964,single,General Contingent,1,Journalism and Communication,daytime,secondary education,121.0,Portuguese,113.0,Yes,No,No,yes,Male,Yes,18,No,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate
965,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,120.0,Portuguese,120.0,No,No,No,yes,Male,No,21,No,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate
966,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,148.0,Portuguese,130.9,No,No,No,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
967,single,Over 23 years old,1,Agronomy,daytime,other - 11th year of schooling,133.1,Portuguese,120.0,No,No,No,yes,Male,No,58,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
968,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,135.0,Portuguese,134.1,Yes,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
969,single,Over 23 years old,1,Informatics Engineering,daytime,secondary education,150.0,Portuguese,120.0,No,No,No,yes,Male,No,24,No,0,5,6,3,10.666666666666666,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled
970,single,Change of Course,1,Advertising and Marketing Management,daytime,secondary education,130.0,Portuguese,114.8,No,No,No,yes,Male,No,25,No,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate
971,divorced,Transfer,1,Management,daytime,secondary education,133.1,Portuguese,123.0,Yes,No,No,yes,Male,No,33,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
972,married,Over 23 years old,2,Informatics Engineering,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,118.0,No,No,No,No,Male,No,33,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
973,married,Change of Course,1,Basic Education,daytime,secondary education,110.0,Portuguese,100.0,No,No,No,yes,Male,No,40,No,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate
974,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,170.0,Portuguese,151.1,No,No,No,yes,Male,No,48,No,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,Graduate
975,single,2nd general contingent,3,Informatics Engineering,daytime,secondary education,120.0,Portuguese,116.9,Yes,No,Yes,No,Male,No,18,No,0,5,10,3,12.0,0,0,5,8,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled
976,single,Over 23 years old,1,Nursing,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,106.0,Yes,No,No,yes,Male,No,24,No,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,Graduate
977,married,General Contingent,1,Veterinary Nursing,daytime,secondary education,139.0,Portuguese,127.1,No,No,No,yes,Male,Yes,23,No,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate
978,single,Over 23 years old,1,Management (evening attendance,evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,155.5,Yes,No,Yes,No,Male,No,39,No,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,Dropout
979,single,3rd general contingent,1,Agronomy,daytime,secondary education,133.1,Portuguese,101.0,No,No,No,yes,Male,No,21,No,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate
980,single,Transfer,1,Informatics Engineering,daytime,frequency of higher education,120.0,Portuguese,128.2,Yes,No,No,yes,Male,No,34,No,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
981,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,100.0,Portuguese,113.0,No,No,No,yes,Male,Yes,41,No,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled
982,single,General Contingent,1,Journalism and Communication,daytime,secondary education,134.0,Portuguese,122.8,No,No,No,yes,Male,No,18,No,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
983,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,130.0,Portuguese,145.6,No,No,No,yes,Male,No,34,No,0,5,10,4,11.75,0,0,5,10,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
984,single,General Contingent,1,Management,daytime,secondary education,128.0,Portuguese,116.5,No,No,No,yes,Male,No,19,No,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout
985,single,General Contingent,1,Nursing,daytime,secondary education,154.0,Portuguese,142.0,No,No,No,yes,Male,No,19,No,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate
986,single,Holders of other higher courses,1,Agronomy,daytime,higher education - masters,150.0,Portuguese,150.0,No,No,No,yes,Male,No,28,No,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate
987,single,2nd general contingent,1,Communication Design,daytime,secondary education,134.0,Portuguese,133.3,Yes,No,No,yes,Male,No,18,No,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout
988,single,General Contingent,1,Social Service,daytime,secondary education,127.0,Portuguese,115.8,Yes,No,No,yes,Male,No,19,No,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout
989,single,2nd general contingent,2,Veterinary Nursing,daytime,secondary education,133.1,Portuguese,100.0,Yes,No,Yes,No,Male,No,19,No,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
990,single,2nd general contingent,1,Nursing,daytime,secondary education,130.0,Portuguese,128.6,Yes,No,No,yes,Female,No,18,No,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate
991,single,General Contingent,1,Equinculture,daytime,secondary education,135.0,Portuguese,137.1,Yes,No,No,yes,Female,No,18,No,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate
992,single,General Contingent,1,Journalism and Communication,daytime,secondary education,143.0,Portuguese,149.0,Yes,No,No,yes,Female,No,18,No,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout
993,single,Technological specialization diploma holders,2,Social Service,daytime,technological specialization course,150.0,Portuguese,147.0,Yes,No,No,yes,Female,No,19,No,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
994,married,Holders of other higher courses,1,Social Service,daytime,higher education - degree,150.0,Portuguese,150.0,No,No,No,yes,Female,No,31,No,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate
995,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,130.0,Portuguese,103.5,No,No,No,yes,Female,Yes,33,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate
996,single,General Contingent,3,Nursing,daytime,secondary education,113.0,Portuguese,107.8,Yes,No,No,yes,Female,Yes,20,No,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
997,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,technological specialization course,130.0,Spanish,130.0,Yes,No,No,yes,Female,No,22,Yes,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
998,single,2nd general contingent,1,Tourism,daytime,secondary education,115.0,Portuguese,109.4,Yes,No,No,yes,Female,No,19,No,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
999,single,General Contingent,3,Communication Design,daytime,secondary education,146.0,Portuguese,143.6,Yes,No,No,yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout
1000,single,2nd general contingent,3,Communication Design,daytime,secondary education,132.0,Portuguese,124.3,No,Yes,No,yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1001,single,General Contingent,5,Advertising and Marketing Management,daytime,secondary education,116.0,Portuguese,119.5,Yes,No,No,No,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1002,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,163.0,Portuguese,175.6,Yes,No,No,yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
1003,single,2nd general contingent,2,Management,daytime,secondary education,122.0,Portuguese,116.1,Yes,No,No,yes,Female,Yes,19,No,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate
1004,single,2nd general contingent,2,Social Service,daytime,secondary education,136.0,Portuguese,126.6,Yes,No,No,yes,Female,No,18,No,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout
1005,single,2nd general contingent,1,Veterinary Nursing,daytime,secondary education,142.0,Portuguese,130.8,Yes,No,No,yes,Female,No,18,No,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate
1006,single,2nd general contingent,6,Nursing,daytime,secondary education,139.0,Portuguese,133.5,Yes,No,No,yes,Female,Yes,18,No,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate
1007,single,Short Cycle Diploma Holders,1,Social Service,daytime,professional higher technical course,140.0,Portuguese,136.9,Yes,No,No,yes,Female,No,21,No,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate
1008,single,General Contingent,1,Nursing,daytime,secondary education,165.0,Portuguese,142.3,No,No,No,yes,Female,Yes,18,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
1009,single,2nd general contingent,3,Advertising and Marketing Management,daytime,secondary education,122.0,Portuguese,114.3,Yes,No,No,yes,Female,No,18,No,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
1010,single,General Contingent,2,Nursing,daytime,secondary education,135.0,Portuguese,122.9,Yes,No,No,yes,Female,No,18,No,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,Graduate
1011,single,2nd general contingent,1,Nursing,daytime,secondary education,128.0,Portuguese,117.2,Yes,No,No,yes,Female,No,20,No,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
1012,single,2nd general contingent,1,Management,daytime,secondary education,139.0,Portuguese,152.0,No,No,No,yes,Female,Yes,18,No,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate
1013,single,General Contingent,2,Journalism and Communication,daytime,secondary education,125.0,Portuguese,122.2,Yes,No,No,yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
1014,single,3rd general contingent,2,Management,daytime,secondary education,102.0,Portuguese,101.7,Yes,No,No,yes,Female,Yes,20,No,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
1015,single,2nd general contingent,1,Tourism,daytime,secondary education,116.0,Portuguese,119.9,Yes,No,No,yes,Female,No,20,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
1016,single,2nd general contingent,1,Management,daytime,secondary education,138.0,Portuguese,123.7,Yes,No,Yes,yes,Female,Yes,19,No,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
1017,single,Change of institution/course,1,Communication Design,daytime,secondary education,135.0,Portuguese,121.8,No,No,No,yes,Female,Yes,19,No,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate
1018,single,2nd general contingent,4,Advertising and Marketing Management,daytime,secondary education,110.0,Portuguese,106.1,Yes,Yes,Yes,No,Female,Yes,18,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1019,single,2nd general contingent,3,Journalism and Communication,daytime,secondary education,132.0,Portuguese,124.3,Yes,No,Yes,yes,Female,Yes,19,No,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate
1020,single,General Contingent,2,Nursing,daytime,secondary education,126.0,Portuguese,124.3,Yes,No,No,yes,Female,Yes,20,No,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate
1021,single,Technological specialization diploma holders,1,Management,daytime,technological specialization course,117.4,Portuguese,117.4,Yes,No,No,yes,Female,No,21,No,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
1022,single,Change of Course,2,Nursing,daytime,secondary education,120.0,Portuguese,112.7,No,No,No,yes,Female,No,21,No,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate
1023,single,2nd general contingent,1,Communication Design,daytime,secondary education,116.0,Portuguese,123.7,No,No,No,yes,Female,No,20,No,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
1024,single,3rd general contingent,2,Basic Education,daytime,secondary education,111.0,Portuguese,105.8,Yes,No,No,yes,Female,No,19,No,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate
1025,single,2nd general contingent,3,Veterinary Nursing,daytime,secondary education,128.0,Portuguese,124.2,No,No,No,No,Female,No,21,No,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
1026,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,123.0,Portuguese,122.3,No,No,No,yes,Female,No,18,No,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
1027,single,General Contingent,5,Tourism,daytime,secondary education,131.0,Portuguese,123.7,No,No,No,yes,Female,Yes,19,No,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
1028,single,2nd general contingent,2,Nursing,daytime,secondary education,135.0,Portuguese,129.8,Yes,No,No,yes,Female,No,18,No,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
1029,single,General Contingent,4,Nursing,daytime,secondary education,136.0,Portuguese,123.8,Yes,No,No,yes,Female,Yes,19,No,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate
1030,single,General Contingent,2,Management,daytime,secondary education,132.0,Portuguese,126.4,Yes,No,No,yes,Female,Yes,18,No,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
1031,single,General Contingent,1,Basic Education,daytime,secondary education,120.0,Portuguese,115.1,No,No,No,yes,Female,Yes,18,No,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
1032,single,General Contingent,1,Journalism and Communication,daytime,secondary education,144.0,Portuguese,138.4,No,No,No,yes,Female,No,18,No,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate
1033,single,2nd general contingent,1,Veterinary Nursing,daytime,secondary education,129.0,Portuguese,118.2,Yes,No,No,yes,Female,Yes,18,No,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate
1034,single,2nd general contingent,1,Communication Design,daytime,secondary education,136.0,Portuguese,121.7,Yes,No,No,yes,Female,No,18,No,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
1035,single,General Contingent,3,Communication Design,daytime,secondary education,125.0,Portuguese,118.0,No,No,No,yes,Female,Yes,18,No,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled
